Date,Open,High,Low,Close,Volume,Adj Close
2006-12-29,38.259998,38.68,37.98,38.130001,3668800,30.801342
2006-12-28,37.75,38.50,37.560001,38.27,5411600,30.914433
2006-12-27,38.200001,38.419998,37.549999,38.34,4029700,30.970979
2006-12-26,37.959999,38.150002,37.389999,37.759998,3797300,30.502454
2006-12-22,38.389999,38.389999,37.709999,38.09,4754800,30.769029
2006-12-21,38.27,38.619999,37.849998,38.43,7026200,31.043681
2006-12-20,38.119999,38.529999,38.00,38.509998,6905900,31.108303
2006-12-19,38.75,38.970001,38.07,38.349998,7026200,30.979055
2006-12-18,38.950001,39.360001,38.529999,38.939999,4466900,31.455656
2006-12-15,39.669998,39.75,38.75,38.830002,7137400,31.366801
2006-12-14,38.34,39.48,38.060001,39.400002,9403900,31.827246
2006-12-13,38.470001,38.639999,37.709999,38.34,11317200,30.970979
2006-12-12,39.400002,39.509998,37.900002,38.00,14184900,30.592929
2006-12-11,40.00,40.00,39.119999,39.50,8500300,31.800545
2006-12-08,40.549999,40.779999,40.240002,40.380001,3313400,32.509013
2006-12-07,41.439999,41.599998,40.630001,40.689999,4142300,32.758585
2006-12-06,41.400002,41.450001,40.990002,41.189999,3656300,33.161124
2006-12-05,41.099998,41.57,41.00,41.209999,5719800,33.177226
2006-12-04,40.950001,41.48,40.73,41.119999,5769100,33.104769
2006-12-01,40.650002,41.200001,40.220001,40.599998,12904800,32.686128
2006-11-30,41.900002,42.540001,40.709999,42.09,13200600,33.885694
2006-11-29,41.43,41.43,40.32,40.849998,18713100,32.887397
2006-11-28,41.650002,41.919998,40.98,41.119999,7174300,33.104769
2006-11-27,43.349998,43.700001,41.68,41.84,6548600,33.684425
2006-11-24,42.849998,43.509998,42.75,43.110001,1366900,34.706873
2006-11-22,42.950001,43.34,42.799999,43.07,3571400,34.674669
2006-11-21,42.400002,42.709999,42.099998,42.57,4573600,34.272131
2006-11-20,42.52,42.700001,42.32,42.490002,5412700,34.207726
2006-11-17,41.990002,42.73,41.950001,42.57,8233100,34.272131
2006-11-16,42.150002,42.150002,41.41,41.990002,5514200,33.805188
2006-11-15,41.650002,42.119999,41.650002,41.939999,9621300,33.764931
2006-11-14,41.470001,42.060001,41.41,41.810001,11232700,33.660274
2006-11-13,40.490002,41.50,40.299999,40.82,9813400,32.863246
2006-11-10,39.650002,40.68,39.639999,40.66,8078500,32.734434
2006-11-09,39.990002,40.369999,39.50,39.549999,7385300,31.840798
2006-11-08,39.279999,40.869999,39.119999,39.869999,12126600,32.098422
2006-11-07,39.25,40.540001,39.25,40.34,10531200,32.476809
2006-11-06,40.380001,40.75,39.18,39.50,10664400,31.800545
2006-11-03,41.50,41.790001,39.790001,39.939999,10725700,32.154777
2006-11-02,42.189999,42.450001,41.16,41.349998,10441000,33.289936
2006-11-01,44.02,44.080002,42.849998,43.029999,4556000,34.642466
2006-10-31,44.799999,44.860001,43.84,43.91,4120000,35.350934
2006-10-30,43.50,44.75,43.16,44.400002,3897800,35.745423
2006-10-27,44.650002,44.700001,43.650002,43.880001,3703300,35.326783
2006-10-26,44.450001,44.990002,44.310001,44.950001,3016300,36.188215
2006-10-25,44.700001,44.990002,44.139999,44.450001,3939000,35.785677
2006-10-24,44.200001,44.98,44.200001,44.93,5765600,36.172113
2006-10-23,44.00,44.77,43.619999,44.25,8776700,35.624661
2006-10-20,44.650002,44.700001,43.990002,44.32,4533000,35.681016
2006-10-19,44.299999,44.830002,44.150002,44.400002,5270900,35.745423
2006-10-18,44.279999,44.75,44.119999,44.490002,4374900,35.81788
2006-10-17,44.450001,44.619999,44.09,44.18,3628700,35.568305
2006-10-16,44.75,44.990002,44.540001,44.599998,4266900,35.906436
2006-10-13,44.50,45.009998,44.310001,44.900002,4743900,36.147962
2006-10-12,44.099998,44.889999,43.950001,44.700001,6061900,35.986946
2006-10-11,43.630001,44.150002,43.439999,44.099998,9047700,35.503898
2006-10-10,43.669998,43.889999,43.52,43.73,3599800,35.20602
2006-10-09,43.200001,43.689999,43.18,43.650002,4483500,35.141616
2006-10-06,43.540001,43.939999,43.189999,43.349998,4908800,34.90009
2006-10-05,43.299999,43.950001,42.900002,43.669998,6065300,35.157714
2006-10-04,43.400002,43.75,42.610001,43.599998,6829800,35.101359
2006-10-03,43.189999,43.709999,42.66,43.490002,5642800,35.012803
2006-10-02,43.00,43.610001,42.830002,43.139999,3476000,34.731025
2006-09-29,44.139999,44.139999,43.049999,43.209999,4103100,34.78738
2006-09-28,42.700001,43.470001,42.279999,43.349998,4535700,34.90009
2006-09-27,41.810001,43.900002,41.139999,42.419998,11560500,34.151368
2006-09-26,41.310001,41.98,41.09,41.650002,5344600,33.531461
2006-09-25,41.00,41.560001,40.709999,41.310001,4524100,33.257735
2006-09-22,40.900002,41.330002,40.439999,41.00,3831800,33.00816
2006-09-21,41.75,42.25,40.75,40.950001,6161800,32.967907
2006-09-20,42.200001,42.900002,42.00,42.709999,4912200,34.384841
2006-09-19,41.990002,42.310001,41.509998,41.990002,3346000,33.805188
2006-09-18,41.650002,42.330002,41.560001,41.990002,3670300,33.805188
2006-09-15,42.450001,42.490002,41.330002,41.990002,4919800,33.805188
2006-09-14,41.50,42.169998,41.259998,42.099998,5162600,33.893744
2006-09-13,41.50,42.470001,41.299999,42.130001,11189900,33.917898
2006-09-12,40.50,41.330002,40.299999,41.00,6110000,32.90511
2006-09-11,39.509998,40.580002,39.34,40.41,9225400,32.431598
2006-09-08,39.25,39.68,38.82,39.580002,2735000,31.765471
2006-09-07,38.849998,39.740002,38.790001,39.240002,3119600,31.4926
2006-09-06,38.849998,39.23,38.790001,39.029999,2817500,31.324059
2006-09-05,38.900002,39.25,38.869999,39.240002,3455400,31.4926
2006-09-01,38.09,38.84,37.799999,38.790001,2977400,31.131445
2006-08-31,37.720001,38.369999,37.700001,37.98,4241100,30.481368
2006-08-30,38.830002,38.889999,37.41,37.470001,5559600,30.072062
2006-08-29,37.959999,38.82,37.82,38.720001,4321800,31.075266
2006-08-28,37.240002,38.349998,37.169998,38.00,4854700,30.497419
2006-08-25,36.799999,37.32,36.279999,37.099998,2745100,29.775111
2006-08-24,37.119999,37.209999,36.610001,37.080002,2691800,29.759062
2006-08-23,37.169998,37.349998,36.889999,37.00,3302000,29.694856
2006-08-22,37.259998,37.68,37.23,37.310001,2914200,29.943652
2006-08-21,36.650002,37.330002,36.610001,37.189999,2571400,29.847342
2006-08-18,38.00,38.41,37.32,37.330002,3070000,29.959703
2006-08-17,37.73,38.720001,37.599998,37.650002,3765100,30.216523
2006-08-16,38.049999,38.240002,37.34,38.00,3342500,30.497419
2006-08-15,37.400002,37.950001,36.959999,37.91,4400300,30.425189
2006-08-14,36.759998,37.419998,36.049999,36.900002,5577400,29.614601
2006-08-11,35.700001,36.00,35.349998,35.939999,2357700,28.844137
2006-08-10,34.84,35.82,34.470001,35.73,6254300,28.675599
2006-08-09,35.50,35.650002,34.18,34.459999,11042200,27.656343
2006-08-08,34.77,34.77,33.52,33.790001,3832500,27.118627
2006-08-07,35.029999,35.110001,34.77,34.880001,2976200,27.993422
2006-08-04,35.700001,35.950001,34.93,35.080002,3663500,28.153935
2006-08-03,33.919998,35.889999,33.889999,35.02,6421900,28.10578
2006-08-02,34.50,34.68,33.889999,34.169998,2946200,27.423599
2006-08-01,34.860001,34.889999,34.080002,34.41,3322600,27.616216
2006-07-31,35.00,35.599998,34.860001,35.110001,2316600,28.178011
2006-07-28,34.75,35.68,34.630001,35.150002,2718900,28.210114
2006-07-27,34.849998,35.110001,34.400002,34.419998,2653300,27.62424
2006-07-26,35.139999,35.139999,34.50,34.639999,4499800,27.800805
2006-07-25,34.299999,35.32,33.889999,35.150002,4575900,28.210114
2006-07-24,33.259998,34.650002,33.259998,34.48,4799200,27.672395
2006-07-21,34.220001,34.220001,33.130001,33.25,6137700,26.685242
2006-07-20,34.66,35.02,34.310001,34.34,4546500,27.560036
2006-07-19,33.41,35.150002,33.41,34.950001,5503400,28.049601
2006-07-18,33.75,34.060001,32.57,33.330002,8498900,26.749449
2006-07-17,33.759998,34.73,33.650002,34.509998,5586200,27.696471
2006-07-14,34.34,34.50,33.32,33.75,6233000,27.086524
2006-07-13,35.349998,35.560001,34.48,34.549999,5518500,27.728574
2006-07-12,36.490002,36.650002,35.900002,35.950001,3727300,28.852164
2006-07-11,36.400002,36.68,35.93,36.439999,4310800,29.245419
2006-07-10,36.419998,36.759998,36.209999,36.509998,2157300,29.301598
2006-07-07,35.900002,36.669998,35.900002,36.459999,2863100,29.261471
2006-07-06,35.860001,36.720001,35.009998,36.470001,5769300,29.269498
2006-07-05,36.599998,36.630001,36.00,36.240002,3481800,29.084909
2006-07-03,36.560001,36.959999,36.50,36.860001,1425900,29.582497
2006-06-30,36.599998,36.73,36.310001,36.599998,3726800,29.373829
2006-06-29,36.169998,36.68,35.93,36.41,4291100,29.221343
2006-06-28,35.98,36.150002,35.830002,35.880001,3207700,28.795985
2006-06-27,36.349998,36.799999,35.91,35.91,3270300,28.820061
2006-06-26,36.040001,36.540001,35.98,36.259998,1904200,29.100957
2006-06-23,35.900002,36.389999,35.830002,36.16,2569900,29.020702
2006-06-22,35.580002,36.369999,35.52,36.130001,3164600,28.996626
2006-06-21,35.00,36.049999,34.959999,35.799999,2636900,28.731779
2006-06-20,34.919998,35.290001,34.689999,35.049999,3357800,28.129856
2006-06-19,35.470001,35.669998,34.939999,35.02,2406800,28.10578
2006-06-16,35.549999,35.75,34.84,35.099998,4298000,28.169983
2006-06-15,34.009998,35.779999,34.009998,35.599998,5616900,28.571265
2006-06-14,34.150002,34.610001,33.689999,33.970001,3280800,27.263089
2006-06-13,33.860001,34.720001,33.459999,34.279999,6742500,27.409153
2006-06-12,35.700001,35.73,33.799999,33.970001,5393500,27.161289
2006-06-09,72.00,72.080002,70.550003,70.639999,4299200,28.240704
2006-06-08,71.599998,71.849998,68.959999,71.849998,7277200,28.724441
2006-06-07,72.230003,73.279999,71.360001,71.790001,5327200,28.700455
2006-06-06,71.75,72.32,70.120003,72.040001,5054000,28.800401
2006-06-05,72.849998,73.18,71.720001,71.879997,3289200,28.736434
2006-06-02,73.470001,73.800003,70.970001,73.010002,4798600,29.188191
2006-06-01,73.300003,73.849998,72.519997,73.690002,5886000,29.460044
2006-05-31,70.989998,73.089996,70.989998,72.830002,5385200,29.11623
2006-05-30,71.589996,71.589996,70.279999,70.989998,4332000,28.380627
2006-05-26,72.779999,73.239998,71.699997,72.169998,3450600,28.852372
2006-05-25,71.75,72.730003,71.150002,72.489998,3134000,28.980302
2006-05-24,71.50,72.339996,70.75,71.099998,5467800,28.424604
2006-05-23,72.00,73.07,71.809998,71.849998,4155200,28.724441
2006-05-22,72.50,72.75,71.449997,71.779999,3762400,28.696456
2006-05-19,72.720001,73.269997,72.419998,73.089996,4332200,29.220172
2006-05-18,72.050003,73.43,72.050003,72.470001,4110600,28.972308
2006-05-17,72.75,73.459999,71.860001,72.849998,5907800,29.124225
2006-05-16,75.099998,75.489998,73.00,73.379997,6002000,29.336109
2006-05-15,74.480003,75.279999,73.940002,74.790001,5325200,29.899806
2006-05-12,75.629997,75.690002,74.43,74.849998,5990800,29.923792
2006-05-11,78.400002,78.440002,75.099998,75.879997,8470400,30.335568
2006-05-10,76.50,78.50,76.50,77.980003,9678200,31.175116
2006-05-09,78.800003,79.389999,78.400002,78.949997,5264800,31.562903
2006-05-08,78.00,79.260002,77.699997,79.010002,4809200,31.586892
2006-05-05,78.349998,78.470001,77.959999,78.190002,3526000,31.25907
2006-05-04,78.099998,78.620003,77.00,77.980003,4360600,31.175116
2006-05-03,78.050003,78.459999,77.779999,77.779999,3325600,31.095157
2006-05-02,79.019997,79.089996,77.470001,78.550003,3293200,31.402992
2006-05-01,78.379997,79.339996,78.230003,78.769997,5923400,31.490942
2006-04-28,76.910004,78.419998,76.910004,77.849998,3342000,31.123142
2006-04-27,77.099998,78.169998,76.699997,77.459999,5029200,30.967227
2006-04-26,76.099998,77.599998,76.010002,77.190002,4084600,30.859286
2006-04-25,76.00,76.879997,75.650002,75.900002,3098600,30.343565
2006-04-24,75.75,76.139999,75.410004,76.110001,2251800,30.42752
2006-04-21,76.989998,77.330002,75.779999,76.269997,4623800,30.491483
2006-04-20,74.769997,76.550003,74.650002,76.199997,5007000,30.463499
2006-04-19,74.610001,75.129997,74.50,74.989998,4146800,29.979761
2006-04-18,73.339996,74.910004,73.279999,74.599998,6584600,29.823846
2006-04-17,73.860001,74.120003,72.730003,73.150002,3102800,29.244161
2006-04-13,74.599998,74.730003,73.730003,74.00,3534200,29.583976
2006-04-12,74.150002,75.129997,74.150002,74.50,2942800,29.783868
2006-04-11,75.879997,75.879997,74.089996,74.150002,5619800,29.643944
2006-04-10,76.50,76.650002,74.82,75.110001,4220200,30.027736
2006-04-07,77.949997,78.019997,76.529999,76.610001,6575400,30.627411
2006-04-06,76.400002,77.660004,75.900002,77.360001,6381600,30.927249
2006-04-05,73.599998,77.120003,73.599998,76.650002,12200800,30.643403
2006-04-04,72.00,73.43,71.879997,73.379997,4240200,29.336109
2006-04-03,72.989998,73.00,71.900002,71.949997,4172200,28.764419
2006-03-31,73.00,73.980003,72.959999,73.00,5890000,29.184193
2006-03-30,73.449997,74.389999,73.080002,73.580002,3041200,29.416068
2006-03-29,72.800003,73.900002,72.709999,73.68,6356400,29.456046
2006-03-28,71.50,72.50,71.459999,71.910004,3790000,28.74843
2006-03-27,71.150002,71.989998,71.150002,71.650002,2562800,28.644486
2006-03-24,72.419998,72.419998,71.18,71.650002,3361000,28.644486
2006-03-23,72.699997,73.00,72.260002,72.519997,3215000,28.992295
2006-03-22,72.349998,72.879997,71.830002,72.739998,4599800,29.080248
2006-03-21,72.900002,73.980003,72.510002,73.00,5162000,29.184193
2006-03-20,72.470001,73.010002,71.860001,72.419998,2701000,28.952318
2006-03-17,72.25,72.389999,71.769997,72.230003,3854200,28.876361
2006-03-16,72.059998,72.440002,71.809998,72.120003,2670000,28.832384
2006-03-15,72.160004,72.720001,71.510002,72.059998,2095800,28.808395
2006-03-14,71.50,72.040001,71.480003,71.900002,4447200,28.744432
2006-03-13,71.699997,72.470001,71.379997,71.650002,2317200,28.644486
2006-03-10,71.790001,72.239998,71.50,71.879997,3056800,28.636488
2006-03-09,70.800003,71.610001,70.419998,71.290001,4727600,28.401438
2006-03-08,69.839996,70.959999,69.75,70.550003,3773000,28.106628
2006-03-07,70.00,70.25,69.57,69.860001,2727000,27.831736
2006-03-06,70.529999,70.550003,69.970001,70.110001,3099600,27.931334
2006-03-03,71.269997,71.82,70.470001,70.50,3469800,28.086707
2006-03-02,71.059998,71.099998,70.120003,70.50,5746200,28.086707
